name@price@price_after_sell
Sticker | FL1T (Glitter) | Antwerp 2022@0.44@0.43119999999999997
Sticker | Calyx (Glitter) | Antwerp 2022@0.28@0.27440000000000003
Sticker | rain (Glitter, Champion) | Antwerp 2022@0.80@0.784
Sticker | karrigan (Glitter, Champion) | Antwerp 2022@0.60@0.588
Sticker | ropz (Glitter, Champion) | Antwerp 2022@0.15@0.147
Antwerp 2022 Champions Autograph Capsule@1.43@1.4014
Sticker | NiKo (Holo) | Antwerp 2022@9.14@8.9572
Sticker | Team Liquid (Gold) | Antwerp 2022@23.00@22.54
Sticker | hampus (Holo) | Antwerp 2022@3.00@2.94
Sticker | ins (Holo) | Antwerp 2022@3.00@2.94
Sticker | hatz (Holo) | Antwerp 2022@2.00@1.96
Sticker | Brollan (Holo) | Antwerp 2022@3.00@2.94
Sticker | blameF (Gold) | Antwerp 2022@25.00@24.5
Sticker | Calyx (Holo) | Antwerp 2022@3.00@2.94
Sticker | fer (Holo) | Antwerp 2022@11.00@10.78
Sticker | XANTARES (Holo) | Antwerp 2022@9.20@9.016
Sticker | bLitz (Holo) | Antwerp 2022@1.50@1.47
Sticker | tabseN (Holo) | Antwerp 2022@2.00@1.96
Sticker | Jame (Glitter) | Antwerp 2022@1.80@1.764
Sticker | syrsoN (Gold) | Antwerp 2022@23.00@22.54
Recoil Case@0.50@0.49
MAC-10 | Monkeyflage (Field-Tested)@0.22@0.21559999999999999
M4A4 | Poly Mag (Field-Tested)@0.28@0.27440000000000003
P90 | Vent Rush (Minimal Wear)@4.00@3.92
R8 Revolver | Crazy 8 (Well-Worn)@0.99@0.9702
UMP-45 | Roadblock (Field-Tested)@0.26@0.2548
Galil AR | Destroyer (Minimal Wear)@0.50@0.49
Glock-18 | Winterized (Minimal Wear)@0.21@0.20579999999999998
Galil AR | Destroyer (Field-Tested)@0.22@0.21559999999999999
Glock-18 | Winterized (Field-Tested)@0.28@0.27440000000000003
M249 | Downtown (Field-Tested)@0.53@0.5194
Negev | Drop Me (Field-Tested)@0.28@0.27440000000000003
USP-S | Printstream (Field-Tested)@48.18@47.2164
StatTrak™ Galil AR | Destroyer (Field-Tested)@0.59@0.5781999999999999
M4A4 | Poly Mag (Factory New)@17.00@16.66
StatTrak™ Glock-18 | Winterized (Well-Worn)@0.49@0.48019999999999996
UMP-45 | Roadblock (Minimal Wear)@0.59@0.5781999999999999
MAC-10 | Monkeyflage (Minimal Wear)@0.23@0.22540000000000002
FAMAS | Meow 36 (Minimal Wear)@0.42@0.41159999999999997
P250 | Visions (Field-Tested)@3.51@3.4397999999999995
StatTrak™ Glock-18 | Winterized (Minimal Wear)@0.79@0.7742
USP-S | Printstream (Battle-Scarred)@49.99@48.9902
AK-47 | Ice Coaled (Minimal Wear)@13.36@13.092799999999999
StatTrak™ SG 553 | Dragon Tech (Field-Tested)@1.31@1.2838
StatTrak™ Negev | Drop Me (Well-Worn)@0.30@0.294
StatTrak™ Negev | Drop Me (Minimal Wear)@0.51@0.4998
SG 553 | Dragon Tech (Battle-Scarred)@0.99@0.9702
Glock-18 | Winterized (Well-Worn)@0.22@0.21559999999999999
M249 | Downtown (Battle-Scarred)@1.00@0.98
SG 553 | Dragon Tech (Factory New)@2.37@2.3226
StatTrak™ Glock-18 | Winterized (Field-Tested)@0.59@0.5781999999999999
M249 | Downtown (Well-Worn)@1.80@1.764
M249 | Downtown (Factory New)@2.43@2.3814
StatTrak™ UMP-45 | Roadblock (Minimal Wear)@1.00@0.98
Negev | Drop Me (Minimal Wear)@0.50@0.49
StatTrak™ M249 | Downtown (Factory New)@5.34@5.2332
StatTrak™ Negev | Drop Me (Factory New)@20.00@19.6
StatTrak™ FAMAS | Meow 36 (Field-Tested)@0.59@0.5781999999999999
StatTrak™ MAC-10 | Monkeyflage (Factory New)@17.00@16.66
StatTrak™ Galil AR | Destroyer (Minimal Wear)@0.79@0.7742
Sawed-Off | Kiss♥Love (Minimal Wear)@7.58@7.4284
StatTrak™ FAMAS | Meow 36 (Well-Worn)@0.20@0.196
MAC-10 | Monkeyflage (Factory New)@1.00@0.98
Sawed-Off | Kiss♥Love (Well-Worn)@8.40@8.232
Dual Berettas | Flora Carnivora (Field-Tested)@0.53@0.5194
P90 | Vent Rush (Field-Tested)@0.68@0.6664
UMP-45 | Roadblock (Factory New)@0.59@0.5781999999999999
StatTrak™ M4A4 | Poly Mag (Factory New)@4.18@4.0964
StatTrak™ Dual Berettas | Flora Carnivora (Field-Tested)@2.54@2.4892
Galil AR | Destroyer (Factory New)@0.90@0.882
StatTrak™ P250 | Visions (Field-Tested)@6.08@5.9584
StatTrak™ FAMAS | Meow 36 (Minimal Wear)@0.46@0.45080000000000003
AK-47 | Ice Coaled (Battle-Scarred)@5.71@5.5958
StatTrak™ Negev | Drop Me (Field-Tested)@0.42@0.41159999999999997
FAMAS | Meow 36 (Factory New)@15.00@14.7
R8 Revolver | Crazy 8 (Field-Tested)@0.55@0.539
Dual Berettas | Flora Carnivora (Minimal Wear)@2.59@2.5382
M4A4 | Poly Mag (Minimal Wear)@0.21@0.20579999999999998
AK-47 | Ice Coaled (Field-Tested)@7.83@7.6734
USP-S | Printstream (Minimal Wear)@94.64@92.74719999999999
SG 553 | Dragon Tech (Field-Tested)@0.86@0.8428
StatTrak™ Glock-18 | Winterized (Battle-Scarred)@0.49@0.48019999999999996
StatTrak™ Galil AR | Destroyer (Factory New)@25.00@24.5
AK-47 | Ice Coaled (Factory New)@39.99@39.190200000000004
StatTrak™ AK-47 | Ice Coaled (Minimal Wear)@49.00@48.019999999999996
StatTrak™ USP-S | Printstream (Minimal Wear)@150.00@147.0
P90 | Vent Rush (Factory New)@1.72@1.6856
StatTrak™ Dual Berettas | Flora Carnivora (Battle-Scarred)@2.10@2.058
Dual Berettas | Flora Carnivora (Factory New)@2.78@2.7243999999999997
StatTrak™ P90 | Vent Rush (Field-Tested)@1.54@1.5092
P250 | Visions (Factory New)@12.99@12.7302
Glock-18 | Winterized (Factory New)@0.43@0.4214
P90 | Vent Rush (Well-Worn)@0.56@0.5488000000000001
StatTrak™ AWP | Chromatic Aberration (Battle-Scarred)@21.98@21.5404
StatTrak™ AK-47 | Ice Coaled (Field-Tested)@18.00@17.64
StatTrak™ Glock-18 | Winterized (Factory New)@25.00@24.5
USP-S | Printstream (Well-Worn)@53.45@52.381
P250 | Visions (Battle-Scarred)@3.46@3.3908
StatTrak™ P250 | Visions (Battle-Scarred)@4.68@4.586399999999999
StatTrak™ Sawed-Off | Kiss♥Love (Well-Worn)@10.82@10.6036
StatTrak™ M249 | Downtown (Battle-Scarred)@2.00@1.96
Sawed-Off | Kiss♥Love (Battle-Scarred)@8.00@7.84
R8 Revolver | Crazy 8 (Minimal Wear)@4.00@3.92
Negev | Drop Me (Factory New)@0.35@0.34299999999999997
AK-47 | Ice Coaled (Well-Worn)@7.82@7.6636
StatTrak™ MAC-10 | Monkeyflage (Field-Tested)@0.46@0.45080000000000003
StatTrak™ UMP-45 | Roadblock (Factory New)@18.00@17.64
StatTrak™ Dual Berettas | Flora Carnivora (Well-Worn)@2.00@1.96
StatTrak™ M4A4 | Poly Mag (Battle-Scarred)@0.74@0.7252
StatTrak™ FAMAS | Meow 36 (Factory New)@4.00@3.92
SG 553 | Dragon Tech (Well-Worn)@0.56@0.5488000000000001
10 Year Birthday Sticker Capsule@1.00@0.98
Sticker | Cbbl (Holo)@2.00@1.96
Sticker | Baby Fire Serpent@0.38@0.3724
Sticker | Cursed Penmanship@0.09@0.0882
Sticker | Go Boom (Glitter)@1.60@1.568
Sticker | Vertigo's Hero (Holo)@1.00@0.98
Sticker | Zeused@0.70@0.6859999999999999
Sticker | Call Your Flashes@0.30@0.294
Sticker | Co Co Co@0.20@0.196
Sticker | Dragon's Keep@0.14@0.13720000000000002
Sticker | Green's Problem@0.20@0.196
Sticker | GO@0.38@0.3724
Sticker | Overpass Diorama (Foil)@1.00@0.98
Sticker | Shifty Tactics@0.60@0.588
Sticker | Conspiracy Club (Holo)@1.30@1.274
Sticker | Defuse It (Holo)@0.60@0.588
Sticker | Blue Gem (Glitter)@4.63@4.5374
Sticker | Leaving The Station (Holo)@9.99@9.7902
Sticker | Dragon Tale@1.30@1.274
StatTrak™ Music Kit | Meechy Darko, Gothic Luxury@2.68@2.6264000000000003
StatTrak™ Music Kit | Knock2, dashstar*@29.99@29.390199999999997
Music Kit | Meechy Darko, Gothic Luxury@3.00@2.94
Music Kit | Juelz, Shooters@0.79@0.7742
StatTrak™ Music Kit | Perfect World, 花脸 Hua Lian (Painted Face)@11.00@10.78
Sticker | 00 Nation | Rio 2022@1.30@1.274
Sticker | IEM (Glitter) | Rio 2022@0.40@0.392
Sticker | REZ (Holo) | Rio 2022@2.00@1.96
Sticker | Natus Vincere | Rio 2022@0.28@0.27440000000000003
Sticker | b1t (Glitter) | Rio 2022@1.50@1.47
Sticker | NEOFRAG (Holo) | Rio 2022@2.00@1.96
Sticker | NQZ | Rio 2022@1.40@1.3719999999999999
Sticker | Outsiders | Rio 2022@0.16@0.1568
Sticker | Ninjas in Pyjamas (Glitter) | Rio 2022@1.00@0.98
Sticker | Cloud9 (Glitter) | Rio 2022@0.75@0.735
Sticker | Vitality (Glitter) | Rio 2022@1.70@1.666
Sticker | BIG (Holo) | Rio 2022@3.00@2.94
Sticker | Evil Geniuses (Holo) | Rio 2022@3.00@2.94
Sticker | Cloud9 | Rio 2022@0.30@0.294
Sticker | saffee (Glitter) | Rio 2022@0.62@0.6076
Sticker | refrezh (Glitter) | Rio 2022@0.30@0.294
Sticker | Brollan (Glitter) | Rio 2022@0.36@0.3528
Sticker | MOUZ | Rio 2022@0.92@0.9016000000000001
Sticker | dgt (Glitter) | Rio 2022@0.46@0.45080000000000003
Sticker | s1mple | Rio 2022@0.90@0.882
Sticker | Twistzz | Rio 2022@0.30@0.294
Sticker | Heroic (Glitter) | Rio 2022@1.60@1.568
Sticker | sinnopsyy (Glitter) | Rio 2022@0.36@0.3528
Rio 2022 Challengers Autograph Capsule@1.60@1.568
Sticker | Hobbit | Rio 2022@0.26@0.2548
Sticker | Grayhound Gaming (Glitter) | Rio 2022@0.90@0.882
Sticker | juanflatroo (Holo) | Rio 2022@2.00@1.96
Sticker | Snappi (Glitter) | Rio 2022@0.38@0.3724
Sticker | electronic (Glitter) | Rio 2022@0.80@0.784
Sticker | ropz | Rio 2022@0.22@0.21559999999999999
Sticker | Aleksib (Glitter) | Rio 2022@0.44@0.43119999999999997
Rio 2022 Contenders Sticker Capsule@0.54@0.5292
Sticker | FalleN | Rio 2022@0.76@0.7448
Sticker | Sprout Esports (Glitter) | Rio 2022@1.40@1.3719999999999999
Sticker | ENCE (Holo) | Rio 2022@4.00@3.92
Sticker | interz | Rio 2022@0.24@0.2352
Sticker | Team Spirit (Glitter) | Rio 2022@1.30@1.274
Rio 2022 Legends Sticker Capsule@0.97@0.9506
Sticker | max | Rio 2022@0.36@0.3528
Sticker | Dycha (Glitter) | Rio 2022@0.48@0.4704
Sticker | S1ren (Glitter) | Rio 2022@0.38@0.3724
Sticker | sk0R (Glitter) | Rio 2022@1.00@0.98
Sticker | GamerLegion (Glitter) | Rio 2022@0.94@0.9211999999999999
Sticker | Bad News Eagles (Holo) | Rio 2022@8.00@7.84
Sticker | NEOFRAG (Glitter) | Rio 2022@0.38@0.3724
Sticker | k1to (Glitter) | Rio 2022@0.44@0.43119999999999997
Sticker | Jame | Rio 2022@0.20@0.196
Sticker | ENCE (Glitter) | Rio 2022@1.00@0.98
Sticker | BIG (Glitter) | Rio 2022@0.80@0.784
Sticker | Dycha (Holo) | Rio 2022@4.00@3.92
Sticker | Zyphon (Glitter) | Rio 2022@0.34@0.3332
Sticker | hampus (Glitter) | Rio 2022@0.36@0.3528
Sticker | Cloud9 (Holo) | Rio 2022@32.00@31.36
Sticker | 00 Nation (Glitter) | Rio 2022@3.74@3.6652
Sticker | IHC Esports (Glitter) | Rio 2022@1.30@1.274
Sticker | FURIA (Glitter) | Rio 2022@1.80@1.764
Sticker | INS | Rio 2022@0.44@0.43119999999999997
Sticker | VINI | Rio 2022@0.50@0.49
Sticker | Techno4K (Holo) | Rio 2022@1.70@1.666
Sticker | coldzera | Rio 2022@0.26@0.2548
Sticker | Keoz (Glitter) | Rio 2022@0.36@0.3528
Sticker | interz (Glitter) | Rio 2022@0.80@0.784
Sticker | sh1ro | Rio 2022@0.50@0.49
Sticker | Ax1Le | Rio 2022@0.40@0.392
Sticker | xertioN (Glitter) | Rio 2022@0.78@0.7644
Sticker | oSee (Glitter) | Rio 2022@0.74@0.7252
Sticker | broky (Glitter) | Rio 2022@0.88@0.8623999999999999
Sticker | TeSeS (Glitter) | Rio 2022@0.46@0.45080000000000003
Sticker | chopper (Glitter) | Rio 2022@0.28@0.27440000000000003
Sticker | FL1T (Glitter) | Rio 2022@0.44@0.43119999999999997
Sticker | SunPayus (Glitter) | Rio 2022@0.50@0.49
Sticker | Aleksib (Holo) | Rio 2022@2.00@1.96
Sticker | Imperial Esports (Holo) | Rio 2022@11.00@10.78
Sticker | sinnopsyy (Holo) | Rio 2022@2.00@1.96
Sticker | SENER1 (Holo) | Rio 2022@2.00@1.96
Sticker | FASHR (Holo) | Rio 2022@2.00@1.96
Sticker | TeSeS (Holo) | Rio 2022@3.00@2.94
Sticker | hampus (Holo) | Rio 2022@1.50@1.47
Sticker | maden (Holo) | Rio 2022@2.00@1.96
Sticker | nicoodoz (Holo) | Rio 2022@2.00@1.96
Sticker | neaLaN (Holo) | Rio 2022@1.50@1.47
Sticker | Brehze (Holo) | Rio 2022@1.50@1.47
Sticker | vexite (Holo) | Rio 2022@1.50@1.47
Sticker | slaxz- (Holo) | Rio 2022@1.50@1.47
Sticker | v4lde (Holo) | Rio 2022@1.50@1.47
Sticker | Sico (Holo) | Rio 2022@2.00@1.96
Sticker | ANNIHILATION (Holo) | Rio 2022@4.00@3.92
Sticker | Brollan (Holo) | Rio 2022@2.00@1.96
Sticker | F1KU (Holo) | Rio 2022@3.00@2.94
Sticker | iM (Holo) | Rio 2022@3.00@2.94
Sticker | magixx (Holo) | Rio 2022@2.00@1.96
Sticker | dumau (Holo) | Rio 2022@2.00@1.96
Sticker | IEM (Holo) | Rio 2022@2.90@2.842
Sticker | nitr0 (Glitter) | Rio 2022@0.46@0.45080000000000003
Sticker | S1ren (Holo) | Rio 2022@2.00@1.96
Sticker | Bad News Eagles (Glitter) | Rio 2022@0.68@0.6664
Sticker | nicoodoz (Glitter) | Rio 2022@0.46@0.45080000000000003
Sticker | HexT (Glitter) | Rio 2022@0.38@0.3724
Sticker | max (Glitter) | Rio 2022@1.00@0.98
Sticker | qikert (Holo) | Rio 2022@3.00@2.94
Rio 2022 Legends Autograph Capsule@1.60@1.568
Sticker | kabal (Glitter) | Rio 2022@1.00@0.98
Rio 2022 Dust II Souvenir Package@13.37@13.102599999999999
Sticker | VINI (Glitter) | Rio 2022@2.00@1.96
Sticker | n0rb3r7 (Holo) | Rio 2022@3.00@2.94
Sticker | Techno4K (Glitter) | Rio 2022@0.40@0.392
Sticker | Perfecto (Glitter) | Rio 2022@0.58@0.5683999999999999
Sticker | maden (Glitter) | Rio 2022@0.42@0.41159999999999997
Sticker | Patsi (Holo) | Rio 2022@2.00@1.96
Sticker | roeJ (Holo) | Rio 2022@2.00@1.96
Sticker | 00 Nation (Holo) | Rio 2022@23.49@23.0202
Sticker | 00 Nation (Gold) | Rio 2022@19.99@19.5902
Sticker | Grayhound Gaming (Holo) | Rio 2022@2.00@1.96
Sticker | YEKINDAR (Glitter) | Rio 2022@0.80@0.784
Sticker | degster (Glitter) | Rio 2022@1.50@1.47
Sticker | OG (Holo) | Rio 2022@4.00@3.92
Sticker | TRY (Glitter) | Rio 2022@0.64@0.6272
Sticker | IHC Esports (Holo) | Rio 2022@4.00@3.92
Sticker | roeJ (Glitter) | Rio 2022@0.46@0.45080000000000003
Sticker | qikert (Glitter) | Rio 2022@0.46@0.45080000000000003
Sticker | boltz (Glitter) | Rio 2022@0.42@0.41159999999999997
Sticker | ANNIHILATION (Glitter) | Rio 2022@0.50@0.49
Sticker | Liazz (Glitter) | Rio 2022@1.00@0.98
Sticker | Sico (Glitter) | Rio 2022@0.38@0.3724
Sticker | siuhy (Glitter) | Rio 2022@0.38@0.3724
Sticker | acoR (Glitter) | Rio 2022@0.46@0.45080000000000003
Sticker | arT (Glitter) | Rio 2022@1.90@1.8619999999999999
Sticker | mezii (Glitter) | Rio 2022@0.36@0.3528
Sticker | dupreeh (Glitter) | Rio 2022@0.78@0.7644
Sticker | autimatic (Glitter) | Rio 2022@0.36@0.3528
Sticker | Hobbit (Glitter) | Rio 2022@1.00@0.98
Sticker | tabseN (Glitter) | Rio 2022@0.42@0.41159999999999997
Sticker | es3tag (Glitter) | Rio 2022@2.00@1.96
Sticker | faveN (Holo) | Rio 2022@2.00@1.96
Rio 2022 Contenders Autograph Capsule@1.50@1.47
Sticker | Zyphon (Holo) | Rio 2022@1.50@1.47
Sticker | Magisk (Holo) | Rio 2022@4.00@3.92
Sticker | FURIA (Holo) | Rio 2022@17.00@16.66
Sticker | Staehr (Holo) | Rio 2022@2.00@1.96
Sticker | boltz (Holo) | Rio 2022@2.00@1.96
Sticker | fame (Glitter, Champion) | Rio 2022@0.46@0.45080000000000003
Sticker | qikert (Glitter, Champion) | Rio 2022@0.42@0.41159999999999997
Sticker | Jame (Glitter, Champion) | Rio 2022@0.74@0.7252
Sticker | n0rb3r7 (Glitter, Champion) | Rio 2022@0.40@0.392
Sticker | FL1T (Glitter, Champion) | Rio 2022@0.44@0.43119999999999997
Sticker | fame (Holo, Champion) | Rio 2022@1.50@1.47
Sticker | Perfecto (Holo) | Rio 2022@5.00@4.9
Sticker | n0rb3r7 (Holo, Champion) | Rio 2022@1.50@1.47
Sticker | fame (Holo) | Rio 2022@3.00@2.94
Sticker | FL1T (Holo, Champion) | Rio 2022@1.50@1.47
Sticker | Fnatic (Holo) | Rio 2022@6.00@5.88
Sticker | qikert (Holo, Champion) | Rio 2022@2.00@1.96
Rio 2022 Champions Autograph Capsule@1.50@1.47
Sticker | HexT (Holo) | Rio 2022@1.60@1.568
Sticker | acoR (Holo) | Rio 2022@2.00@1.96
Sticker | k1to (Holo) | Rio 2022@1.80@1.764
Sticker | isak (Holo) | Rio 2022@2.00@1.96
Sticker | CeRq (Holo) | Rio 2022@3.00@2.94
Sticker | Krimbo (Holo) | Rio 2022@3.00@2.94
Sticker | siuhy (Holo) | Rio 2022@2.00@1.96
Sticker | lauNX (Holo) | Rio 2022@1.50@1.47
Sticker | Twistzz (Holo) | Rio 2022@23.00@22.54
Sticker | FL1T (Holo) | Rio 2022@4.00@3.92
Sticker | saffee (Holo) | Rio 2022@3.00@2.94
Sticker | BUDA (Holo) | Rio 2022@4.00@3.92
Sticker | sjuush (Holo) | Rio 2022@3.00@2.94
Sticker | syrsoN (Holo) | Rio 2022@3.00@2.94
Sticker | Snappi (Holo) | Rio 2022@1.50@1.47
Sticker | aliStair (Holo) | Rio 2022@2.00@1.96
Sticker | Keoz (Holo) | Rio 2022@2.00@1.96
Sticker | refrezh (Holo) | Rio 2022@1.60@1.568
Sticker | autimatic (Holo) | Rio 2022@1.60@1.568
Sticker | chopper (Holo) | Rio 2022@2.00@1.96
Sticker | Aleksib (Gold) | Rio 2022@19.00@18.62
Sticker | drop (Holo) | Rio 2022@3.00@2.94
Sticker | rigoN (Holo) | Rio 2022@2.00@1.96
Sticker | mezii (Holo) | Rio 2022@2.00@1.96
Sticker | bLitz (Holo) | Rio 2022@2.00@1.96
StatTrak™ Music Kit | Denzel Curry, ULTIMATE@15.00@14.7
Espionage Sticker Capsule@0.82@0.8036
Revolution Case@1.05@1.029
Sticker | Salty (Holo)@2.12@2.0776
SG 553 | Cyberforce (Field-Tested)@0.60@0.588
Sticker | Run T, Run@0.26@0.2548
MP5-SD | Liquidation (Minimal Wear)@0.59@0.5781999999999999
Tec-9 | Rebel (Field-Tested)@0.17@0.1666
SCAR-20 | Fragments (Field-Tested)@0.17@0.1666
Sticker | Infinite Triangle (Holo)@6.00@5.88
SCAR-20 | Fragments (Factory New)@25.00@24.5
StatTrak™ SCAR-20 | Fragments (Field-Tested)@0.74@0.7252
MP9 | Featherweight (Field-Tested)@0.44@0.43119999999999997
SG 553 | Cyberforce (Battle-Scarred)@0.12@0.1176
Sticker | Cyber Chicken (Holo)@2.00@1.96
Sticker | Street Artist (Glitter)@0.20@0.196
Sticker | Snowfall (Glitter)@2.00@1.96
Sticker | Mind Games (Holo)@0.80@0.784
MP5-SD | Liquidation (Field-Tested)@0.42@0.41159999999999997
SG 553 | Cyberforce (Minimal Wear)@0.59@0.5781999999999999
UMP-45 | Wild Child (Minimal Wear)@8.78@8.6044
P2000 | Wicked Sick (Field-Tested)@5.18@5.0764
AK-47 | Head Shot (Field-Tested)@71.07@69.64859999999999
StatTrak™ P250 | Re.built (Minimal Wear)@0.96@0.9408
StatTrak™ MAG-7 | Insomnia (Well-Worn)@0.59@0.5781999999999999
StatTrak™ Glock-18 | Umbral Rabbit (Minimal Wear)@3.79@3.7142
SCAR-20 | Fragments (Minimal Wear)@0.78@0.7644
StatTrak™ MP5-SD | Liquidation (Field-Tested)@1.00@0.98
M4A4 | Temukau (Field-Tested)@27.84@27.2832
Sticker | Hidden Hero (Foil)@8.45@8.280999999999999
M4A1-S | Emphorosaur-S (Field-Tested)@3.74@3.6652
StatTrak™ MP9 | Featherweight (Well-Worn)@0.60@0.588
Tec-9 | Rebel (Minimal Wear)@0.59@0.5781999999999999
P250 | Re.built (Minimal Wear)@0.59@0.5781999999999999
MP9 | Featherweight (Battle-Scarred)@0.28@0.27440000000000003
MP5-SD | Liquidation (Well-Worn)@0.30@0.294
MAG-7 | Insomnia (Field-Tested)@0.49@0.48019999999999996
StatTrak™ Tec-9 | Rebel (Minimal Wear)@0.70@0.6859999999999999
R8 Revolver | Banana Cannon (Well-Worn)@1.27@1.2446
StatTrak™ Tec-9 | Rebel (Battle-Scarred)@0.70@0.6859999999999999
UMP-45 | Wild Child (Field-Tested)@4.80@4.704
StatTrak™ Tec-9 | Rebel (Field-Tested)@0.59@0.5781999999999999
MAC-10 | Sakkaku (Well-Worn)@5.00@4.9
AK-47 | Head Shot (Factory New)@489.86@480.0628
AK-47 | Head Shot (Battle-Scarred)@15.00@14.7
AWP | Duality (Field-Tested)@7.79@7.6342
AWP | Duality (Minimal Wear)@35.27@34.564600000000006
AWP | Duality (Battle-Scarred)@7.47@7.3206
R8 Revolver | Banana Cannon (Field-Tested)@2.00@1.96
Tec-9 | Rebel (Battle-Scarred)@0.60@0.588
StatTrak™ P250 | Re.built (Battle-Scarred)@0.59@0.5781999999999999
UMP-45 | Wild Child (Well-Worn)@3.54@3.4692
SCAR-20 | Fragments (Well-Worn)@0.49@0.48019999999999996
StatTrak™ P90 | Neoqueen (Field-Tested)@4.69@4.5962000000000005
StatTrak™ SG 553 | Cyberforce (Minimal Wear)@1.25@1.225
M4A4 | Temukau (Factory New)@250.00@245.0
P2000 | Wicked Sick (Well-Worn)@8.14@7.977200000000001
StatTrak™ MAG-7 | Insomnia (Minimal Wear)@2.00@1.96
StatTrak™ M4A1-S | Emphorosaur-S (Field-Tested)@6.05@5.928999999999999
StatTrak™ M4A1-S | Emphorosaur-S (Minimal Wear)@5.84@5.723199999999999
StatTrak™ M4A4 | Temukau (Field-Tested)@60.00@58.8
MAC-10 | Sakkaku (Battle-Scarred)@1.19@1.1662
SG 553 | Cyberforce (Well-Worn)@0.70@0.6859999999999999
StatTrak™ AWP | Duality (Field-Tested)@55.00@53.9
StatTrak™ SCAR-20 | Fragments (Minimal Wear)@1.25@1.225
StatTrak™ MAG-7 | Insomnia (Field-Tested)@0.59@0.5781999999999999
P90 | Neoqueen (Battle-Scarred)@50.00@49.0
M4A1-S | Emphorosaur-S (Factory New)@4.30@4.2139999999999995
StatTrak™ SG 553 | Cyberforce (Factory New)@2.17@2.1266
UMP-45 | Wild Child (Battle-Scarred)@3.53@3.4593999999999996
StatTrak™ AWP | Duality (Battle-Scarred)@37.00@36.26
AK-47 | Head Shot (Well-Worn)@24.00@23.52
StatTrak™ M4A1-S | Emphorosaur-S (Battle-Scarred)@5.48@5.3704
AUG | Snake Pit (Factory New)@0.34@0.3332
SSG 08 | Azure Glyph (Well-Worn)@0.56@0.5488000000000001
M4A1-S | Mud-Spec (Minimal Wear)@0.32@0.3136
Glock-18 | Ramese's Reach (Battle-Scarred)@10.49@10.2802
USP-S | Desert Tactical (Field-Tested)@0.15@0.147
M4A1-S | Mud-Spec (Battle-Scarred)@0.38@0.3724
AWP | Black Nile (Field-Tested)@1.76@1.7247999999999999
USP-S | Desert Tactical (Minimal Wear)@0.35@0.34299999999999997
M4A1-S | Mud-Spec (Field-Tested)@0.59@0.5781999999999999
SSG 08 | Azure Glyph (Field-Tested)@0.59@0.5781999999999999
MAG-7 | Copper Coated (Well-Worn)@3.00@2.94
R8 Revolver | Inlay (Factory New)@0.40@0.392
MAC-10 | Echoing Sands (Field-Tested)@0.20@0.196
Anubis Collection Package@4.00@3.92
AK-47 | Steel Delta (Field-Tested)@4.70@4.606
SSG 08 | Azure Glyph (Factory New)@2.10@2.058
SSG 08 | Azure Glyph (Battle-Scarred)@0.54@0.5292
AK-47 | Steel Delta (Factory New)@6.59@6.4582
USP-S | Desert Tactical (Well-Worn)@0.56@0.5488000000000001
AWP | Black Nile (Factory New)@5.94@5.8212
P90 | ScaraB Rush (Battle-Scarred)@11.33@11.1034
SSG 08 | Azure Glyph (Minimal Wear)@0.39@0.3822
AK-47 | Steel Delta (Minimal Wear)@25.00@24.5
AWP | Black Nile (Minimal Wear)@3.22@3.1556
USP-S | Desert Tactical (Factory New)@1.25@1.225
P90 | ScaraB Rush (Field-Tested)@13.43@13.161399999999999
MP7 | Sunbaked (Factory New)@0.44@0.43119999999999997
Glock-18 | Ramese's Reach (Field-Tested)@12.00@11.76
P250 | Apep's Curse (Minimal Wear)@196.00@192.07999999999998
