name@price@price_after_sell
★ Huntsman Knife | Gamma Doppler (Minimal Wear)@534.95@508.20250000000004
★ Huntsman Knife | Gamma Doppler (Minimal Wear)@1550.0@1472.5
★ Shadow Daggers | Gamma Doppler (Factory New)@202.96@192.812
★ Shadow Daggers | Gamma Doppler (Factory New)@202.98@192.831
★ Shadow Daggers | Gamma Doppler (Factory New)@202.97@192.8215
★ Shadow Daggers | Gamma Doppler (Factory New)@202.97@192.8215
★ Shadow Daggers | Gamma Doppler (Factory New)@465.0@441.75
★ Shadow Daggers | Gamma Doppler (Minimal Wear)@276.0@262.2
★ Shadow Daggers | Gamma Doppler (Minimal Wear)@250.0@237.5
★ StatTrak™ Huntsman Knife | Gamma Doppler (Factory New)@667.83@634.4385
★ StatTrak™ Huntsman Knife | Gamma Doppler (Factory New)@504.99@479.7405
★ StatTrak™ Huntsman Knife | Gamma Doppler (Factory New)@505.0@479.75
★ StatTrak™ Falchion Knife | Gamma Doppler (Factory New)@519.91@493.9144999999999
★ StatTrak™ Falchion Knife | Gamma Doppler (Factory New)@802.24@762.1279999999999
★ StatTrak™ Falchion Knife | Gamma Doppler (Factory New)@802.24@762.1279999999999
★ StatTrak™ Falchion Knife | Gamma Doppler (Factory New)@519.9@493.905
★ StatTrak™ Shadow Daggers | Gamma Doppler (Factory New)@247.45@235.0775
Glock-18 | Gamma Doppler (Battle-Scarred)@74.92@71.17399999999999
Glock-18 | Gamma Doppler (Battle-Scarred)@74.93@71.18350000000001
Glock-18 | Gamma Doppler (Battle-Scarred)@74.92@71.17399999999999
Glock-18 | Gamma Doppler (Battle-Scarred)@82.23@78.1185
Glock-18 | Gamma Doppler (Factory New)@88.11@83.7045
Glock-18 | Gamma Doppler (Factory New)@100.58@95.55099999999999
Glock-18 | Gamma Doppler (Factory New)@83.1@78.945
Glock-18 | Gamma Doppler (Factory New)@82.53@78.4035
Glock-18 | Gamma Doppler (Factory New)@533.29@506.62549999999993
Glock-18 | Gamma Doppler (Minimal Wear)@73.2@69.54
Glock-18 | Gamma Doppler (Minimal Wear)@105.0@99.75
Glock-18 | Gamma Doppler (Minimal Wear)@71.79@68.2005
Glock-18 | Gamma Doppler (Minimal Wear)@72.32@68.704
Glock-18 | Gamma Doppler (Minimal Wear)@350.46@332.93699999999995
Glock-18 | Gamma Doppler (Field-Tested)@69.88@66.386
Glock-18 | Gamma Doppler (Field-Tested)@68.23@64.8185
Glock-18 | Gamma Doppler (Field-Tested)@68.53@65.1035
Glock-18 | Gamma Doppler (Field-Tested)@68.5@65.075
Glock-18 | Gamma Doppler (Field-Tested)@240.0@228.0
Glock-18 | Gamma Doppler (Well-Worn)@87.26@82.897
Glock-18 | Gamma Doppler (Well-Worn)@110.0@104.5
Glock-18 | Gamma Doppler (Well-Worn)@76.05@72.24749999999999
★ Butterfly Knife | Gamma Doppler (Factory New)@4333.19@4116.5305
★ Butterfly Knife | Gamma Doppler (Factory New)@5383.2@5114.04
★ Butterfly Knife | Gamma Doppler (Factory New)@4170.0@3961.5
★ Butterfly Knife | Gamma Doppler (Factory New)@4290.1@4075.5950000000003
★ Butterfly Knife | Gamma Doppler (Minimal Wear)@5167.64@4909.258
★ Falchion Knife | Gamma Doppler (Minimal Wear)@515.0@489.25
★ Falchion Knife | Gamma Doppler (Minimal Wear)@530.7@504.165
★ Falchion Knife | Gamma Doppler (Minimal Wear)@530.71@504.1745
★ Falchion Knife | Gamma Doppler (Minimal Wear)@499.95@474.9525
★ StatTrak™ Huntsman Knife | Gamma Doppler (Minimal Wear)@680.0@646.0
★ StatTrak™ Bowie Knife | Gamma Doppler (Factory New)@532.84@506.198
★ StatTrak™ Bowie Knife | Gamma Doppler (Minimal Wear)@541.57@514.4915
★ StatTrak™ Shadow Daggers | Gamma Doppler (Minimal Wear)@300.0@285.0
★ StatTrak™ Butterfly Knife | Lore (Field-Tested)@1417.59@1346.7105
Souvenir AK-47 | Gold Arabesque (Minimal Wear)@2832.75@2691.1124999999997
Souvenir M4A4 | Eye of Horus (Minimal Wear)@786.74@747.403
★ Butterfly Knife | Lore (Minimal Wear)@2157.14@2049.283
★ Driver Gloves | Snow Leopard (Factory New)@3061.0@2907.95
★ Moto Gloves | Blood Pressure (Factory New)@1465.26@1391.9969999999998
Sawed-Off | Analog Input (Minimal Wear)@1.28@1.216
XM1014 | Irezumi (Minimal Wear)@0.15@0.1425
Five-SeveN | Hybrid (Well-Worn)@0.77@0.7314999999999999
MP7 | Just Smile (Field-Tested)@0.82@0.7789999999999999
UMP-45 | Motorized (Field-Tested)@0.09@0.08549999999999999
Tec-9 | Slag (Field-Tested)@0.09@0.08549999999999999
Tec-9 | Slag (Battle-Scarred)@0.08@0.076
Nova | Dark Sigil (Field-Tested)@0.09@0.08549999999999999
StatTrak™ Dual Berettas | Hideout (Battle-Scarred)@0.18@0.17099999999999999
XM1014 | Irezumi (Battle-Scarred)@0.09@0.08549999999999999
Dual Berettas | Hideout (Minimal Wear)@0.18@0.17099999999999999
M4A4 | Etch Lord (Well-Worn)@0.8@0.76
StatTrak™ UMP-45 | Motorized (Factory New)@0.72@0.6839999999999999
MAC-10 | Light Box (Well-Worn)@0.08@0.076
Sawed-Off | Analog Input (Field-Tested)@0.86@0.817
Sawed-Off | Analog Input (Battle-Scarred)@0.8@0.76
UMP-45 | Motorized (Well-Worn)@0.1@0.095
Dual Berettas | Hideout (Battle-Scarred)@0.08@0.076
SSG 08 | Dezastre (Well-Worn)@0.08@0.076
SSG 08 | Dezastre (Factory New)@0.29@0.27549999999999997
Nova | Dark Sigil (Minimal Wear)@0.15@0.1425
StatTrak™ Nova | Dark Sigil (Battle-Scarred)@0.16@0.152
Glock-18 | Block-18 (Field-Tested)@0.84@0.7979999999999999
M4A4 | Etch Lord (Minimal Wear)@1.25@1.1875
Five-SeveN | Hybrid (Minimal Wear)@1.36@1.292
SSG 08 | Dezastre (Battle-Scarred)@0.08@0.076
StatTrak™ Nova | Dark Sigil (Field-Tested)@0.19@0.1805
Nova | Dark Sigil (Factory New)@0.27@0.2565
StatTrak™ SSG 08 | Dezastre (Minimal Wear)@0.37@0.3515
StatTrak™ MP7 | Just Smile (Well-Worn)@1.96@1.8619999999999999
Dual Berettas | Hideout (Well-Worn)@0.1@0.095
StatTrak™ UMP-45 | Motorized (Battle-Scarred)@0.16@0.152
Zeus x27 | Olympus (Minimal Wear)@11.54@10.963
MAC-10 | Light Box (Factory New)@0.5@0.475
Zeus x27 | Olympus (Field-Tested)@8.04@7.637999999999999
StatTrak™ Nova | Dark Sigil (Minimal Wear)@0.38@0.361
M4A4 | Etch Lord (Battle-Scarred)@0.77@0.7314999999999999
StatTrak™ SSG 08 | Dezastre (Field-Tested)@0.18@0.17099999999999999
Glock-18 | Block-18 (Factory New)@2.23@2.1185
StatTrak™ M4A4 | Etch Lord (Minimal Wear)@3.44@3.268
Nova | Dark Sigil (Well-Worn)@0.09@0.08549999999999999
Five-SeveN | Hybrid (Battle-Scarred)@0.75@0.7124999999999999
AWP | Chrome Cannon (Well-Worn)@24.24@23.028
Dual Berettas | Hideout (Factory New)@0.28@0.266
Five-SeveN | Hybrid (Factory New)@2.51@2.3844999999999996
Glock-18 | Block-18 (Minimal Wear)@1.42@1.349
M4A4 | Etch Lord (Field-Tested)@0.8@0.76
Sawed-Off | Analog Input (Well-Worn)@0.82@0.7789999999999999
StatTrak™ Tec-9 | Slag (Well-Worn)@0.19@0.1805
StatTrak™ Dual Berettas | Hideout (Factory New)@0.7@0.6649999999999999
StatTrak™ Sawed-Off | Analog Input (Minimal Wear)@3.22@3.059
Zeus x27 | Olympus (Battle-Scarred)@7.39@7.020499999999999
StatTrak™ MP7 | Just Smile (Battle-Scarred)@1.71@1.6244999999999998
Glock-18 | Block-18 (Battle-Scarred)@0.77@0.7314999999999999
M4A1-S | Black Lotus (Field-Tested)@9.38@8.911
Zeus x27 | Olympus (Factory New)@17.85@16.9575
M4A1-S | Black Lotus (Factory New)@21.44@20.368
AK-47 | Inheritance (Well-Worn)@98.38@93.46099999999998
M4A1-S | Black Lotus (Minimal Wear)@12.16@11.552
AK-47 | Inheritance (Field-Tested)@101.18@96.121
StatTrak™ Dual Berettas | Hideout (Well-Worn)@0.19@0.1805
StatTrak™ Zeus x27 | Olympus (Minimal Wear)@26.24@24.927999999999997
StatTrak™ MP7 | Just Smile (Minimal Wear)@2.99@2.8405
StatTrak™ Five-SeveN | Hybrid (Minimal Wear)@3.29@3.1254999999999997
StatTrak™ Five-SeveN | Hybrid (Well-Worn)@1.66@1.577
StatTrak™ Zeus x27 | Olympus (Field-Tested)@16.47@15.646499999999998
StatTrak™ SSG 08 | Dezastre (Factory New)@1.53@1.4535
StatTrak™ USP-S | Jawbreaker (Field-Tested)@15.5@14.725
StatTrak™ Glock-18 | Block-18 (Well-Worn)@2.09@1.9854999999999998
★ Kukri Knife | Blue Steel (Field-Tested)@244.37@232.1515
★ Kukri Knife | Forest DDPAT (Field-Tested)@165.12@156.864
StatTrak™ M4A1-S | Black Lotus (Minimal Wear)@33.08@31.426
★ Kukri Knife | Case Hardened (Minimal Wear)@321.99@305.8905
StatTrak™ M4A1-S | Black Lotus (Factory New)@59.43@56.458499999999994
AWP | Chrome Cannon (Battle-Scarred)@23.16@22.002
AK-47 | Inheritance (Battle-Scarred)@80.03@76.0285
StatTrak™ MAC-10 | Light Box (Factory New)@2.61@2.4795
★ Kukri Knife | Urban Masked (Field-Tested)@157.74@149.853
StatTrak™ M4A1-S | Black Lotus (Field-Tested)@24.21@22.9995
★ Kukri Knife | Scorched (Minimal Wear)@182.23@173.11849999999998
★ Kukri Knife | Boreal Forest (Minimal Wear)@159.5@151.525
★ Kukri Knife | Urban Masked (Minimal Wear)@187.51@178.13449999999997
StatTrak™ Glock-18 | Block-18 (Battle-Scarred)@1.95@1.8524999999999998
★ Kukri Knife | Case Hardened (Well-Worn)@237.92@226.02399999999997
AWP | Chrome Cannon (Minimal Wear)@63.19@60.030499999999996
StatTrak™ AWP | Chrome Cannon (Field-Tested)@73.42@69.749
StatTrak™ Five-SeveN | Hybrid (Factory New)@6.23@5.9185
★ Kukri Knife | Boreal Forest (Battle-Scarred)@148.55@141.1225
★ Kukri Knife@347.83@330.4385
Sticker | Econometer (Lenticular)@4.21@3.9995
Sticker | Retro Zeus@0.01@0.0095
Sticker | This Is Fine (Chicken)@0.02@0.019
Sticker | Peek-A-Boo@0.01@0.0095
Sticker | Angry T@0.01@0.0095
StatTrak™ Music Kit | ISOxo, inhuman@8.72@8.284
Sticker | Ouchie (Foil)@2.62@2.489
Music Kit | ISOxo, inhuman@5.38@5.111
Music Kit | TWERL and Ekko & Sidetrack, Under Bright Lights@8.47@8.0465
StatTrak™ Music Kit | Knock2, Make U SWEAT!@2.1@1.9949999999999999
Sticker | Dystopian Gaze (Lenticular)@32.17@30.5615
Sticker | Factory Sealed (Foil)@0.69@0.6555
Music Kit | KILL SCRIPT, All Night@2.88@2.7359999999999998
StatTrak™ Music Kit | TWERL and Ekko & Sidetrack, Under Bright Lights@13.23@12.5685
StatTrak™ Music Kit | KILL SCRIPT, All Night@5.1@4.845
Music Kit | Knock2, Make U SWEAT!@1.03@0.9784999999999999
Sticker | Try Hard (Holo)@0.15@0.1425
Sticker | Cedar Creek (Holo)@1.06@1.007
Sticker | Bum A Smoke@0.03@0.028499999999999998
Sticker | Please Return To@0.01@0.0095
Music Kit | DRYDEN, Feel The Power@1.56@1.482
Music Kit | Rad Cat, Reason@1.56@1.482
Sticker | Easy For Ricksaw@0.01@0.0095
Sticker | Lit (Holo)@0.26@0.247
Sticker | On An Eco (Foil)@1.59@1.5105
AK-47 | Inheritance (Minimal Wear)@139.27@132.3065
StatTrak™ AK-47 | Inheritance (Field-Tested)@162.64@154.50799999999998
StatTrak™ AK-47 | Inheritance (Battle-Scarred)@147.69@140.3055
AWP | Chrome Cannon (Field-Tested)@37.31@35.4445
AWP | Chrome Cannon (Factory New)@140.54@133.51299999999998
StatTrak™ AWP | Chrome Cannon (Well-Worn)@51.55@48.9725
Zeus x27 | Olympus (Well-Worn)@8.3@7.885000000000001
StatTrak™ Zeus x27 | Olympus (Factory New)@41.68@39.596
StatTrak™ Zeus x27 | Olympus (Battle-Scarred)@14.16@13.452
M4A1-S | Black Lotus (Battle-Scarred)@9.48@9.006
StatTrak™ M4A1-S | Black Lotus (Battle-Scarred)@25.66@24.377
Sawed-Off | Analog Input (Factory New)@2.23@2.1185
StatTrak™ Sawed-Off | Analog Input (Factory New)@5.34@5.0729999999999995
StatTrak™ Sawed-Off | Analog Input (Field-Tested)@1.71@1.6244999999999998
StatTrak™ Sawed-Off | Analog Input (Battle-Scarred)@1.76@1.672
MP7 | Just Smile (Factory New)@2.4@2.28
MP7 | Just Smile (Minimal Wear)@1.33@1.2635
MP7 | Just Smile (Well-Worn)@0.82@0.7789999999999999
MP7 | Just Smile (Battle-Scarred)@0.78@0.741
StatTrak™ MP7 | Just Smile (Field-Tested)@1.95@1.8524999999999998
StatTrak™ MP7 | Just Smile (Factory New)@6.18@5.8709999999999996
Five-SeveN | Hybrid (Field-Tested)@0.86@0.817
StatTrak™ Five-SeveN | Hybrid (Field-Tested)@1.71@1.6244999999999998
StatTrak™ Five-SeveN | Hybrid (Battle-Scarred)@1.66@1.577
M4A4 | Etch Lord (Factory New)@2.54@2.413
StatTrak™ M4A4 | Etch Lord (Field-Tested)@1.78@1.6909999999999998
StatTrak™ M4A4 | Etch Lord (Factory New)@8.08@7.675999999999999
StatTrak™ M4A4 | Etch Lord (Battle-Scarred)@1.71@1.6244999999999998
StatTrak™ M4A4 | Etch Lord (Well-Worn)@1.76@1.672
Glock-18 | Block-18 (Well-Worn)@0.81@0.7695
StatTrak™ Glock-18 | Block-18 (Minimal Wear)@3.95@3.7525
StatTrak™ Glock-18 | Block-18 (Field-Tested)@1.96@1.8619999999999999
StatTrak™ Glock-18 | Block-18 (Factory New)@6.74@6.403
XM1014 | Irezumi (Well-Worn)@0.09@0.08549999999999999
XM1014 | Irezumi (Factory New)@0.27@0.2565
XM1014 | Irezumi (Field-Tested)@0.08@0.076
StatTrak™ XM1014 | Irezumi (Battle-Scarred)@0.2@0.19
StatTrak™ XM1014 | Irezumi (Field-Tested)@0.19@0.1805
StatTrak™ XM1014 | Irezumi (Factory New)@0.87@0.8265
StatTrak™ XM1014 | Irezumi (Minimal Wear)@0.39@0.3705
Tec-9 | Slag (Well-Worn)@0.08@0.076
Tec-9 | Slag (Minimal Wear)@0.16@0.152
Tec-9 | Slag (Factory New)@0.29@0.27549999999999997
StatTrak™ Tec-9 | Slag (Battle-Scarred)@0.18@0.17099999999999999
StatTrak™ Tec-9 | Slag (Minimal Wear)@0.37@0.3515
StatTrak™ Tec-9 | Slag (Field-Tested)@0.18@0.17099999999999999
StatTrak™ Tec-9 | Slag (Factory New)@0.98@0.9309999999999999
SSG 08 | Dezastre (Field-Tested)@0.09@0.08549999999999999
SSG 08 | Dezastre (Minimal Wear)@0.14@0.133
StatTrak™ SSG 08 | Dezastre (Battle-Scarred)@0.18@0.17099999999999999
StatTrak™ SSG 08 | Dezastre (Well-Worn)@0.18@0.17099999999999999
Nova | Dark Sigil (Battle-Scarred)@0.08@0.076
StatTrak™ Nova | Dark Sigil (Factory New)@0.69@0.6555
StatTrak™ Nova | Dark Sigil (Well-Worn)@0.25@0.2375
MAC-10 | Light Box (Battle-Scarred)@0.09@0.08549999999999999
MAC-10 | Light Box (Minimal Wear)@0.14@0.133
MAC-10 | Light Box (Field-Tested)@0.1@0.095
StatTrak™ MAC-10 | Light Box (Well-Worn)@0.19@0.1805
StatTrak™ MAC-10 | Light Box (Field-Tested)@0.2@0.19
StatTrak™ MAC-10 | Light Box (Battle-Scarred)@0.16@0.152
StatTrak™ MAC-10 | Light Box (Minimal Wear)@0.51@0.4845
Dual Berettas | Hideout (Field-Tested)@0.09@0.08549999999999999
StatTrak™ Dual Berettas | Hideout (Field-Tested)@0.21@0.19949999999999998
StatTrak™ Dual Berettas | Hideout (Minimal Wear)@0.39@0.3705
★ Kukri Knife | Scorched (Field-Tested)@158.52@150.594
★ Kukri Knife | Stained (Well-Worn)@182.71@173.5745
★ Kukri Knife | Stained (Field-Tested)@205.49@195.2155
★ Kukri Knife | Slaughter (Minimal Wear)@391.98@372.381
★ Kukri Knife | Stained (Battle-Scarred)@182.85@173.70749999999998
★ Kukri Knife | Slaughter (Field-Tested)@376.91@358.0645
★ Kukri Knife | Stained (Minimal Wear)@221.82@210.72899999999998
★ Kukri Knife | Scorched (Well-Worn)@156.3@148.485
★ Kukri Knife | Blue Steel (Battle-Scarred)@232.09@220.4855
★ Kukri Knife | Night Stripe (Minimal Wear)@188.87@179.4265
★ Kukri Knife | Safari Mesh (Battle-Scarred)@151.65@144.0675
★ Kukri Knife | Case Hardened (Battle-Scarred)@226.23@214.91849999999997
★ Kukri Knife | Night Stripe (Field-Tested)@170.4@161.88
★ Kukri Knife | Forest DDPAT (Battle-Scarred)@151.15@143.5925
★ Kukri Knife | Boreal Forest (Well-Worn)@159.16@151.202
★ Kukri Knife | Boreal Forest (Field-Tested)@158.26@150.34699999999998
★ Kukri Knife | Case Hardened (Field-Tested)@276.55@262.7225
★ Kukri Knife | Safari Mesh (Field-Tested)@159.92@151.92399999999998
★ Kukri Knife | Urban Masked (Well-Worn)@153.86@146.167
★ Kukri Knife | Forest DDPAT (Well-Worn)@151.49@143.9155
★ Kukri Knife | Crimson Web (Field-Tested)@279.27@265.30649999999997
★ Kukri Knife | Blue Steel (Minimal Wear)@273.41@259.7395
★ Kukri Knife | Urban Masked (Battle-Scarred)@154.2@146.48999999999998
★ StatTrak™ Kukri Knife | Stained (Field-Tested)@203.99@193.7905
★ StatTrak™ Kukri Knife | Night Stripe (Minimal Wear)@209.86@199.367
★ StatTrak™ Kukri Knife | Boreal Forest (Field-Tested)@157.9@150.005
★ StatTrak™ Kukri Knife | Forest DDPAT (Field-Tested)@152.25@144.6375
★ StatTrak™ Kukri Knife | Urban Masked (Field-Tested)@159.0@151.04999999999998
★ StatTrak™ Kukri Knife | Blue Steel (Battle-Scarred)@231.75@220.1625
★ StatTrak™ Kukri Knife | Boreal Forest (Battle-Scarred)@206.82@196.47899999999998
★ StatTrak™ Kukri Knife | Safari Mesh (Battle-Scarred)@151.62@144.039
★ StatTrak™ Kukri Knife | Crimson Web (Field-Tested)@282.0@267.9
★ StatTrak™ Kukri Knife | Blue Steel (Well-Worn)@248.78@236.34099999999998
Sticker | Old School (Lenticular)@5.0@4.75
Sticker | Lost In Smoke (Foil)@0.98@0.9309999999999999
Sticker | Loving Eyes (Holo)@3.87@3.6765
Sticker | AKickflip-47@0.13@0.1235
Sticker | Lotus (Glitter)@6.46@6.137
Kilowatt Case@0.61@0.5795
USP-S | Jawbreaker (Well-Worn)@7.33@6.9635
StatTrak™ USP-S | Jawbreaker (Battle-Scarred)@12.69@12.055499999999999
StatTrak™ UMP-45 | Motorized (Well-Worn)@0.41@0.38949999999999996
M4A1-S | Black Lotus (Well-Worn)@10.09@9.5855
★ Kukri Knife | Safari Mesh (Minimal Wear)@160.32@152.30399999999997
UMP-45 | Motorized (Battle-Scarred)@0.09@0.08549999999999999
USP-S | Jawbreaker (Field-Tested)@7.3@6.935
★ Kukri Knife | Slaughter (Factory New)@445.87@423.5765
StatTrak™ M4A1-S | Black Lotus (Well-Worn)@29.05@27.5975
★ Kukri Knife | Blue Steel (Well-Worn)@237.2@225.33999999999997
StatTrak™ UMP-45 | Motorized (Field-Tested)@0.19@0.1805
★ StatTrak™ Kukri Knife | Blue Steel (Minimal Wear)@417.92@397.024
USP-S | Jawbreaker (Battle-Scarred)@7.0@6.6499999999999995
★ StatTrak™ Kukri Knife | Forest DDPAT (Minimal Wear)@179.84@170.84799999999998
AK-47 | Inheritance (Factory New)@204.82@194.57899999999998
StatTrak™ USP-S | Jawbreaker (Factory New)@65.44@62.16799999999999
StatTrak™ USP-S | Jawbreaker (Well-Worn)@13.2@12.54
StatTrak™ AK-47 | Inheritance (Minimal Wear)@260.66@247.627
USP-S | Jawbreaker (Factory New)@22.34@21.223
USP-S | Jawbreaker (Minimal Wear)@11.46@10.887
★ Kukri Knife | Forest DDPAT (Minimal Wear)@166.58@158.251
StatTrak™ USP-S | Jawbreaker (Minimal Wear)@24.57@23.3415
★ StatTrak™ Kukri Knife | Stained (Minimal Wear)@235.5@223.725
StatTrak™ AWP | Chrome Cannon (Battle-Scarred)@49.39@46.9205
StatTrak™ AK-47 | Inheritance (Factory New)@532.5@505.875
★ Kukri Knife | Scorched (Battle-Scarred)@153.43@145.7585
★ StatTrak™ Kukri Knife@343.0@325.84999999999997
★ StatTrak™ Kukri Knife | Case Hardened (Minimal Wear)@465.0@441.75
★ StatTrak™ Kukri Knife | Safari Mesh (Field-Tested)@153.52@145.844
★ StatTrak™ Kukri Knife | Blue Steel (Field-Tested)@275.52@261.74399999999997
★ Kukri Knife | Crimson Web (Well-Worn)@257.11@244.2545
★ Kukri Knife | Night Stripe (Battle-Scarred)@152.08@144.476
★ Kukri Knife | Crimson Web (Battle-Scarred)@202.48@192.356
★ StatTrak™ Kukri Knife | Night Stripe (Field-Tested)@190.49@180.9655
★ StatTrak™ Kukri Knife | Scorched (Field-Tested)@153.29@145.6255
NIGHTMODE Music Kit Box@4.31@4.094499999999999
StatTrak™ Music Kit | DRYDEN, Feel The Power@2.78@2.6409999999999996
StatTrak™ Music Kit | Rad Cat, Reason@3.02@2.8689999999999998
Sticker | Pushing Smokes (Glitter)@0.67@0.6365
UMP-45 | Motorized (Minimal Wear)@0.14@0.133
UMP-45 | Motorized (Factory New)@0.28@0.266
StatTrak™ UMP-45 | Motorized (Minimal Wear)@0.43@0.4085
★ StatTrak™ Kukri Knife | Slaughter (Factory New)@466.0@442.7
★ Kukri Knife | Stained (Factory New)@298.19@283.28049999999996
★ StatTrak™ Kukri Knife | Forest DDPAT (Battle-Scarred)@157.35@149.4825
StatTrak™ Zeus x27 | Olympus (Well-Worn)@16.56@15.731999999999998
★ StatTrak™ Kukri Knife | Crimson Web (Battle-Scarred)@229.92@218.42399999999998
StatTrak™ AK-47 | Inheritance (Well-Worn)@223.97@212.7715
★ Kukri Knife | Night Stripe (Well-Worn)@153.91@146.2145
StatTrak™ AWP | Chrome Cannon (Minimal Wear)@124.33@118.11349999999999
★ Kukri Knife | Safari Mesh (Factory New)@205.71@195.4245
★ StatTrak™ Kukri Knife | Urban Masked (Well-Worn)@182.9@173.755
★ StatTrak™ Kukri Knife | Urban Masked (Minimal Wear)@194.35@184.6325
★ Kukri Knife | Case Hardened (Factory New)@472.65@449.0175
★ StatTrak™ Kukri Knife | Stained (Battle-Scarred)@195.13@185.37349999999998
StatTrak™ AWP | Chrome Cannon (Factory New)@280.12@266.114
★ StatTrak™ Kukri Knife | Case Hardened (Well-Worn)@274.0@260.3
★ StatTrak™ Kukri Knife | Case Hardened (Battle-Scarred)@323.86@307.667
StatTrak™ NIGHTMODE Music Kit Box@7.0@6.6499999999999995
★ StatTrak™ Shadow Daggers | Freehand (Battle-Scarred)@250.0@237.5
★ StatTrak™ Kukri Knife | Boreal Forest (Well-Worn)@177.09@168.2355
★ StatTrak™ Kukri Knife | Case Hardened (Field-Tested)@293.85@279.1575
★ StatTrak™ Kukri Knife | Slaughter (Field-Tested)@417.85@396.9575
★ StatTrak™ Kukri Knife | Slaughter (Minimal Wear)@403.5@383.325
★ Kukri Knife | Blue Steel (Factory New)@412.5@391.875
Ambush Sticker Capsule@0.85@0.8075
★ Kukri Knife | Crimson Web (Minimal Wear)@428.51@407.0845
★ StatTrak™ Kukri Knife | Night Stripe (Well-Worn)@170.53@162.0035
★ Kukri Knife | Safari Mesh (Well-Worn)@150.58@143.05100000000002
★ StatTrak™ Kukri Knife | Stained (Well-Worn)@197.33@187.4635
★ Kukri Knife | Scorched (Factory New)@302.0@286.9
★ Kukri Knife | Urban Masked (Factory New)@333.3@316.635
★ StatTrak™ Kukri Knife | Scorched (Minimal Wear)@186.2@176.89
★ StatTrak™ Kukri Knife | Safari Mesh (Minimal Wear)@167.27@158.9065
★ StatTrak™ Kukri Knife | Urban Masked (Battle-Scarred)@162.06@153.957
